Cust_ID;Churn;Name;Longevity;Year_Birth;TypeTravel;RoomType;RewardPoints;Comfort;ReceptionSchedule;FoodDrink;Location;Wifi;Amenities;Staff;OnlineBooking;PriceQuality;RoomSpace;CheckOut;Checkin;Cleanliness;BarService
12906;churn;Ms. Sandra Macias;yes;1997;business;single;3008;4;4;4;4;4;4;4;4;3;4;3;3;3;4
12907;nochurn;Mr. Christopher Lowe;yes;1974;business;single;5233;3;3;3;3;5;4;5;5;5;5;5;4;5;5
12908;churn;Ms. Amy Durham;no;1999;business;single;4922;2;1;2;3;5;2;5;5;4;2;3;3;3;5
12909;nochurn;Ms. Beth Murphy;yes;1958;leisure;double;6037;4;4;1;4;5;4;4;4;4;4;4;4;4;4
12910;churn;Mr. Joseph Gutierrez;yes;1992;business;single;3323;2;1;1;1;2;2;2;2;2;5;3;4;3;2
12911;churn;Ms. Amy Brown;no;1996;business;double;4958;1;1;1;4;2;1;2;2;3;5;3;1;3;2
12912;churn;Ms. Colleen Jones;no;1984;business;single;5025;1;1;1;4;4;1;3;4;3;4;4;5;4;4
12913;churn;Ms. Elizabeth Jackson;yes;;leisure;suite;5284;4;1;4;4;2;4;4;4;4;4;4;4;4;4
12914;churn;Ms. Angela Velez;no;1994;business;double;5681;2;3;2;4;2;2;2;2;3;1;4;1;4;2
12915;churn;Ms. Kayla Flores;yes;1992;business;single;4349;1;5;5;5;1;1;1;1;1;3;3;3;3;1
12916;churn;Mr. William Singh;yes;2004;leisure;double;5864;1;4;1;3;4;1;4;4;3;4;4;5;5;4
12917;nochurn;Mr. Matthew Edwards;yes;1964;business;single;4973;3;3;3;3;3;4;4;5;5;5;5;5;5;4
12918;nochurn;Ms. Laura Whitehead;yes;1981;leisure;double;5442;3;3;3;3;5;5;4;4;4;4;4;4;4;5
12919;nochurn;Mr. Tom Meadows;yes;1977;business;single;4285;5;5;5;5;4;5;4;5;5;4;5;3;5;4
12920;nochurn;Ms. Traci Mcclure;yes;1989;business;single;4097;4;4;4;4;5;5;5;5;3;4;5;3;4;5
12921;churn;Mr. Stuart Freeman;yes;2011;leisure;double;3536;3;1;3;3;1;3;5;1;4;5;4;3;3;1
12922;churn;Ms. Carolyn Jackson;yes;2008;business;single;2752;1;2;2;2;1;1;1;1;3;4;3;1;3;1
12923;nochurn;Mr. Curtis Marquez;yes;1966;business;single;5848;2;2;2;2;3;5;4;5;5;5;5;4;5;5
12924;nochurn;Mr. Shawn Roy;no;1998;business;single;4992;4;0;4;2;4;4;5;4;5;3;5;4;5;4
12925;churn;Mr. Frank Richmond;yes;1994;business;single;3792;2;3;3;3;2;3;2;2;3;4;4;4;4;2
12926;churn;Ms. Michelle Rogers;no;1997;business;double;5636;4;5;4;2;4;4;4;4;3;4;5;5;4;4
12927;nochurn;Mr. Christopher Osborne;yes;1993;business;single;5639;2;2;2;2;2;2;2;2;5;3;4;5;5;2
12928;churn;Mr. Robert Walters;yes;1966;business;double;3827;1;4;2;4;1;1;1;4;5;2;3;1;2;1
12929;nochurn;Mr. Tim Frederick;yes;1973;business;single;4249;1;1;1;1;4;5;5;4;4;4;4;5;4;3
12930;nochurn;Ms. Mrs. Amanda Chavez DVM;yes;1983;leisure;double;3094;0;5;0;2;5;0;5;5;5;2;4;3;5;5
12931;nochurn;Ms. Kathryn Marks;yes;2012;business;suite;4258;4;3;5;3;4;4;5;4;4;1;5;2;2;4
12932;nochurn;Mr. Jon Taylor;yes;1998;business;single;3719;2;2;2;2;5;5;5;5;5;4;4;3;4;5
12933;churn;Mr. Michael Cook;yes;2002;leisure;double;4814;3;5;3;4;3;3;5;3;3;5;3;3;5;3
12934;churn;Ms. Amber Anderson;no;2005;business;double;5686;3;2;3;4;4;3;4;4;2;1;4;1;3;4
12935;nochurn;Ms. Hannah Watson;yes;1976;business;single;3818;5;5;5;5;5;5;4;4;4;4;4;4;4;3
12936;churn;Ms. Elizabeth Cook;no;;business;suite;4988;3;0;3;3;4;3;4;4;5;1;2;2;4;4
12937;nochurn;Mr. Michael Allen;yes;1961;business;single;4006;4;4;2;4;4;4;4;5;4;4;5;4;4;4
12938;churn;Ms. Susan Harrison;no;1969;business;double;4749;2;2;2;2;2;2;2;2;1;4;3;2;3;2
12939;churn;Mr. Chad Hughes;yes;1971;business;single;5469;1;4;4;4;1;2;2;1;1;1;1;3;1;3
12940;churn;Ms. Jessica Wong;yes;1961;business;single;3360;4;5;5;5;1;3;3;4;4;4;4;3;4;2
12941;churn;Mr. Kurt Johnson;yes;2003;leisure;double;5540;4;0;4;1;1;4;4;1;4;2;5;5;5;1
12942;churn;Mr. Alexis Williams;yes;2000;leisure;double;5119;3;0;3;3;1;3;5;1;1;5;1;5;1;1
12943;churn;Ms. Amy Randall;yes;1976;business;single;3037;3;5;5;5;5;3;2;3;3;3;3;1;3;3
12944;nochurn;Mr. Alan Brewer;yes;1980;business;double;5277;5;5;5;5;5;4;5;5;3;5;5;3;3;5
12945;nochurn;Mr. Robert Kaiser;yes;1996;leisure;double;4536;0;5;0;4;5;0;5;5;5;3;5;3;4;5
12946;nochurn;Ms. Ashley Dalton;yes;1977;business;single;4087;1;1;1;1;3;4;4;4;4;4;4;5;4;4
12947;nochurn;Mr. Mitchell Diaz;yes;1975;business;single;5524;3;3;3;3;3;4;4;4;4;4;4;5;4;4
12948;nochurn;Ms. Amy Kennedy;yes;1962;business;single;4608;2;2;2;2;2;4;4;4;4;4;4;4;4;4
12949;nochurn;Mr. Michael Mason;yes;1977;business;single;4813;5;5;5;5;2;2;2;4;5;4;4;2;4;2
12950;nochurn;Ms. Lisa Thompson;yes;1979;business;single;3757;4;4;3;4;5;5;4;5;5;5;5;3;5;4
12951;nochurn;Ms. Katrina Braun;yes;1978;business;single;5524;4;4;4;4;4;4;4;4;4;4;4;4;4;3
12952;churn;Mr. James Powell;no;1972;business;double;5273;3;0;3;4;4;3;2;4;5;1;1;2;5;4
12953;churn;Ms. Kim Moore;no;1983;business;single;5770;1;0;0;4;1;0;1;1;3;3;4;2;3;1
12954;nochurn;Mr. Garrett Simpson;yes;1980;business;single;5431;4;4;4;4;3;4;5;5;5;5;5;5;5;3
12955;churn;Ms. Tanya Thornton;no;1987;business;double;4245;1;0;0;1;5;0;5;5;2;1;2;2;2;5
12956;churn;Mr. Anthony Williams;yes;1999;business;single;5697;1;2;2;2;1;1;1;1;4;2;3;3;4;1
12957;churn;Ms. Laura Marquez;yes;1968;business;suite;6229;4;5;4;5;2;3;2;5;5;4;5;3;5;4
12958;churn;Mr. Tyler Jones;no;1992;business;single;4425;2;2;2;3;5;2;5;5;3;2;5;3;4;5
12959;nochurn;Ms. Robin Salazar;yes;2008;leisure;suite;4948;5;3;5;1;2;5;2;2;2;5;2;2;2;5
12960;churn;Ms. Sarah Garcia;yes;1961;leisure;double;6324;4;5;4;3;5;4;5;4;4;4;4;5;4;3
12961;nochurn;Ms. Molly Long;yes;1983;leisure;double;5708;4;4;4;4;4;2;3;4;4;4;4;3;4;3
12962;churn;Ms. Emily Peterson;yes;1962;business;double;6532;4;5;5;5;4;3;4;4;4;4;4;2;4;3
12963;nochurn;Ms. Jennifer Paul;yes;1985;leisure;double;5167;2;2;3;2;4;4;4;4;5;5;4;4;4;4
12964;churn;Mr. Rodney Mills;yes;1952;leisure;double;4055;3;4;2;3;3;2;3;3;5;2;3;4;5;3
12965;nochurn;Ms. Teresa Weiss;yes;1974;business;single;4413;4;4;4;4;3;4;3;4;4;4;4;4;4;2
12966;churn;Ms. Crystal Barrett;no;1977;business;double;4821;3;4;3;4;4;3;4;4;4;5;4;2;3;4
12967;nochurn;Mr. Robert Massey;yes;1986;business;single;6260;5;3;5;5;2;5;5;4;4;4;4;3;4;4
12968;nochurn;Ms. Danielle Bowman;yes;1963;leisure;suite;6542;2;2;2;2;5;5;5;5;5;5;5;3;5;4
12969;churn;Mr. Daniel Nguyen;yes;1957;business;single;3545;4;3;3;3;4;4;4;4;4;4;4;4;4;4
12970;nochurn;Mr. Ruben Morton;yes;1972;business;single;4390;1;1;1;1;2;5;5;4;4;4;4;5;4;5
12971;nochurn;Mr. Joshua Sanchez;yes;1972;business;single;4113;5;5;1;5;2;5;4;4;4;4;4;4;4;4
12972;churn;Ms. Pamela Gonzalez;no;1988;business;single;5343;1;1;1;3;3;1;3;3;4;5;5;4;5;3
12973;nochurn;Ms. Bonnie Barton MD;yes;1973;business;single;6344;1;1;4;1;5;5;5;1;1;2;1;5;1;5
12974;churn;Mr. Dale Edwards;yes;2014;leisure;double;4933;4;4;4;3;2;4;2;2;5;3;4;5;5;2
12975;churn;Ms. Lisa Meyers;no;2000;business;double;5334;1;4;1;4;5;1;5;5;3;5;3;3;3;5
12976;churn;Mr. Allen Montoya;yes;1985;leisure;suite;5192;3;4;3;3;3;3;3;3;1;3;2;3;1;3
12977;nochurn;Mr. David Soto;yes;2009;leisure;double;4944;4;4;4;4;5;4;5;5;4;5;5;3;5;5
12978;nochurn;Mr. Richard Johnson;yes;1989;business;single;3651;5;5;2;5;4;4;4;4;5;3;3;3;4;4
12979;nochurn;Ms. Paige Watkins;yes;1962;business;single;3082;5;5;2;5;4;5;5;4;4;4;4;4;4;3
12980;nochurn;Ms. Amanda Hernandez;yes;1961;business;single;6480;4;4;4;4;2;5;5;4;4;5;4;3;4;4
12981;nochurn;Ms. Kimberly Jefferson;yes;1993;business;single;5049;1;1;1;1;4;4;4;4;5;4;5;5;4;4
12982;nochurn;Ms. Katrina Carlson;yes;1998;business;single;3862;4;4;4;4;4;4;4;4;1;3;3;2;4;4
12983;nochurn;Ms. Destiny Aguirre;yes;1981;leisure;single;6051;1;1;1;1;4;3;3;4;4;4;4;2;4;4
12984;nochurn;Ms. Crystal Lam DDS;yes;1979;leisure;suite;6541;2;2;3;2;4;5;4;4;4;4;4;5;4;5
12985;churn;Mr. Daniel Brown;yes;1962;leisure;double;4252;4;1;4;3;1;4;1;1;3;4;4;2;4;1
12986;churn;Ms. Rachel Flores;yes;1969;business;double;6482;3;5;5;5;4;3;3;3;3;3;3;1;3;2
12987;churn;Ms. Judy Marshall;yes;1987;business;single;4911;2;1;1;1;1;2;4;2;2;2;2;3;2;2
12988;churn;Mr. Jeffery Greene;yes;1981;business;double;5174;2;5;5;5;2;2;2;2;4;1;4;1;3;2
12989;churn;Ms. Shannon Pollard;yes;1963;business;double;6058;1;0;0;4;4;4;3;5;5;1;5;4;5;3
12990;churn;Ms. Linda Holmes;yes;1969;leisure;double;4724;3;5;3;1;3;5;5;3;2;5;5;5;5;5
12991;churn;Ms. Kelly Long;yes;1981;business;single;3043;1;0;0;3;5;3;3;3;3;0;3;1;3;4
12992;nochurn;Ms. Angela Meyer;yes;1962;business;single;6540;4;4;4;4;2;1;3;4;4;4;4;4;4;4
12993;nochurn;Ms. Cindy Harris;yes;1981;business;single;4953;0;0;0;5;2;5;5;5;5;5;5;3;5;5
12994;churn;Mr. Michael Hanson;yes;2009;leisure;double;4942;2;5;2;4;2;2;2;2;4;4;5;5;4;2
12995;churn;Mr. Steven Cox;no;2012;business;double;3642;3;2;2;3;5;3;5;5;2;4;4;3;4;5
12996;churn;Ms. Sara Martinez;no;1979;business;double;5107;2;2;2;3;1;2;1;1;1;5;4;2;4;1
12997;churn;Ms. Julie Ross;yes;1992;business;double;3537;2;4;4;4;2;2;2;2;4;4;3;2;3;2
12998;nochurn;Ms. Sherry Price;yes;1987;business;single;6598;2;2;2;2;5;5;4;5;5;5;5;3;5;4
12999;nochurn;Ms. Amber Mullins;yes;1979;business;single;3574;1;1;1;1;3;4;4;4;4;4;4;5;4;4
13000;churn;Mr. Gabriel Gallegos;no;1998;business;double;6021;2;2;2;3;4;2;4;4;4;5;4;3;4;4
13001;churn;Ms. Dana Poole;no;1987;business;double;5199;2;0;1;4;5;1;5;5;4;2;4;4;3;5
13002;nochurn;Mr. Louis Dalton;yes;1997;business;single;1759;1;1;1;1;4;4;4;4;3;4;5;5;4;4
13003;nochurn;Mr. Bernard George;yes;1971;business;single;3521;5;1;5;5;3;3;1;5;5;5;3;4;5;4
13004;nochurn;Mr. Trevor Frank;yes;1981;business;single;6919;1;1;1;1;5;2;5;5;5;5;4;1;5;5
13005;nochurn;Mr. Anthony Sparks;yes;1999;business;single;2505;1;1;1;1;5;5;5;5;5;4;5;3;5;5
13006;churn;Mr. Wesley Zuniga;yes;1952;leisure;double;5057;2;0;2;1;3;2;3;3;3;2;5;4;4;3
13007;churn;Mr. Gregory Maxwell;yes;1961;leisure;double;5033;1;1;1;3;4;1;4;4;1;4;3;4;3;4
13008;nochurn;Mr. Kevin Ortiz;yes;1988;business;single;4933;3;3;3;3;5;5;5;5;4;2;5;5;4;5
13009;churn;Mr. Joseph Ellis;yes;1951;leisure;double;2807;2;4;2;1;2;2;2;2;3;2;5;4;4;2
13010;nochurn;Mr. Robert Smith;yes;1979;business;single;3659;3;3;5;3;4;4;4;5;5;5;5;3;5;4
13011;churn;Mr. Terry Tapia PhD;no;1966;business;double;4750;3;3;3;3;1;3;1;1;5;4;4;5;5;1
13012;nochurn;Ms. Tamara Johnson;yes;1989;leisure;double;5314;1;1;2;1;4;5;4;4;4;4;4;4;4;3
13013;churn;Mr. Jeffrey Lane;yes;1952;business;double;5025;2;5;5;5;2;2;2;2;2;3;3;4;2;2
13014;nochurn;Ms. Mary Hawkins DDS;yes;1982;business;single;4550;4;4;4;4;2;3;4;4;4;4;4;5;4;3
13015;churn;Mr. William Anderson;yes;1959;business;single;6072;1;3;3;3;5;3;2;1;1;1;1;4;1;4
13016;nochurn;Mr. Brandon Baker;no;1996;business;double;5398;0;0;0;3;5;0;5;5;2;2;5;5;2;5
13017;nochurn;Ms. Julie Gonzales;yes;1986;business;suite;2847;5;2;5;2;5;5;5;5;3;3;5;1;3;5
13018;churn;Mr. Jeffery Murphy;yes;1955;business;double;4413;1;3;3;3;1;1;1;1;1;1;3;3;3;1
13019;churn;Mr. James Robles;no;1997;business;double;5879;4;0;4;3;2;4;2;2;3;4;5;5;4;2
13020;nochurn;Ms. Tammy Morrow;yes;1973;business;single;6228;1;1;1;1;5;2;2;4;4;4;4;1;4;3
13021;nochurn;Ms. Pamela Boone;yes;1988;business;single;6408;3;3;3;3;2;4;5;4;4;4;4;5;4;4
13022;nochurn;Ms. Michele Salas;yes;2001;leisure;double;3071;1;1;1;1;4;4;4;4;4;2;5;1;1;4
13023;nochurn;Ms. Courtney Combs;y;1986;leisure;double;4435;4;4;4;2;1;4;1;1;4;3;4;3;4;1
13024;churn;Mr. Jeffery Ingram;yes;1967;leisure;double;4125;1;5;1;3;4;1;4;4;4;4;5;4;5;4
13025;nochurn;Ms. Emily Mendez;yes;1973;business;single;5705;4;4;4;4;4;1;3;5;5;5;5;4;5;4
13026;nochurn;Mr. Martin Mueller;yes;1969;business;double;4930;5;5;5;5;5;5;5;5;2;4;2;5;1;5
13027;nochurn;Mr. Ryan Brooks;yes;1962;business;single;4627;5;5;5;5;3;5;4;5;5;5;5;5;5;3
13028;nochurn;Ms. Margaret Vang;yes;1965;leisure;double;6931;1;1;1;1;5;4;5;4;4;4;4;3;4;3
13029;nochurn;Mr. Jose Murphy;yes;1966;business;single;5434;0;0;0;3;5;3;4;3;3;1;1;3;3;5
13030;nochurn;Mr. Devin Brown;yes;1964;business;single;6409;2;2;4;2;4;4;4;4;4;4;4;5;4;5
13031;churn;Mr. Anthony Hansen;yes;1996;leisure;single;5377;1;5;0;4;3;0;3;3;5;5;4;4;5;3
13032;churn;Mr. Stephen Wells;yes;1988;leisure;double;5136;1;4;1;2;1;1;1;1;3;2;4;4;5;1
13033;nochurn;Ms. Alisha Howell;yes;1974;business;single;4736;4;4;4;4;3;2;4;4;4;4;3;4;4;3
13034;nochurn;Ms. Sandra Haynes;yes;1984;leisure;double;4470;1;1;1;1;4;5;4;3;3;3;3;4;3;5
13035;churn;Mr. David Brown;yes;1968;leisure;double;4824;3;3;3;3;3;3;5;3;1;2;3;2;4;3
13036;nochurn;Ms. Rachel Harper;yes;2011;leisure;suite;5333;4;4;4;4;4;5;4;2;2;2;2;5;2;5
13037;churn;Mr. David Russell;yes;1975;business;suite;4549;2;2;2;2;2;2;2;2;4;1;3;2;3;2
13038;nochurn;Ms. Donna Aguilar;yes;1984;business;double;5273;4;3;3;3;4;4;4;4;1;5;4;1;5;4
13039;churn;Ms. Nicole Hogan;no;1957;business;single;5488;1;1;1;2;4;1;4;4;1;3;2;2;3;4
13040;nochurn;Ms. Mary Little;yes;1972;business;single;5380;3;3;4;3;4;4;5;4;4;3;4;2;4;5
13041;nochurn;Ms. Tanya Pena;yes;1968;leisure;double;5800;5;5;3;5;3;4;4;4;4;4;4;5;4;5
13042;nochurn;Mr. Tom Schneider;yes;1965;business;single;5284;3;3;3;3;5;4;4;5;5;5;5;5;5;4
13043;nochurn;Mr. Matthew Nelson;no;1998;business;single;4604;5;0;5;1;3;5;1;3;5;3;5;4;4;3
13044;nochurn;Ms. Karen Mann;yes;1970;business;single;3412;0;3;0;3;5;4;1;5;5;5;5;1;5;4
13045;nochurn;Ms. Karen Johnson;yes;1977;leisure;double;5603;4;4;4;4;4;4;5;5;5;5;5;3;5;3
13046;churn;Mr. Vincent Swanson;yes;2013;leisure;single;3281;3;4;4;5;4;4;1;4;4;3;5;3;4;4
13047;churn;Ms. Samantha Graham;yes;1962;business;single;5237;3;1;1;1;1;3;1;3;1;3;3;1;3;1
13048;nochurn;Ms. Melanie Garcia;yes;1961;leisure;double;6919;4;4;1;4;5;4;5;4;4;4;4;5;4;3
13049;churn;Ms. Karen Wise;yes;1974;business;single;6488;5;2;2;2;4;3;4;5;5;4;5;2;5;2
13050;nochurn;Ms. Cassandra Ortiz;yes;1976;business;single;6451;4;2;4;4;5;5;5;5;5;5;5;4;5;4
13051;nochurn;Ms. Kimberly Downs;yes;1989;business;single;3381;2;2;3;2;5;5;5;5;4;5;5;5;3;5
13052;nochurn;Mr. Robert Richardson;yes;1977;business;double;4914;5;2;2;2;5;5;5;5;4;2;2;2;3;5
13053;nochurn;Mr. Brian Smith;yes;1979;business;single;4567;5;5;5;5;3;3;5;4;4;4;4;3;4;5
13054;nochurn;Ms. Jennifer Rivera;yes;1966;leisure;double;6245;5;5;4;5;2;3;2;2;4;5;3;5;3;2
13055;nochurn;Ms. Cheryl Lynch;y;2003;leisure;double;3327;3;3;3;3;3;5;2;5;5;5;5;5;5;4
13056;churn;Mr. Brian Clark;no;2010;business;double;5035;4;4;4;4;3;4;3;3;4;4;4;1;4;3
13057;nochurn;Ms. Kimberly Medina;yes;1988;leisure;double;4769;5;4;5;4;3;5;3;3;3;4;5;5;5;3
13058;churn;Ms. Pamela Gonzalez;yes;1997;leisure;double;5894;4;3;4;3;3;4;4;3;1;1;4;5;4;3
13059;nochurn;Mr. James Stewart;yes;1966;business;single;6748;1;1;1;1;4;4;5;5;5;5;5;5;5;4
13060;nochurn;Ms. Terry Novak;yes;1972;business;single;5275;1;1;5;1;2;5;5;4;4;4;4;3;4;4
13061;churn;Mr. Jonathan Cowan;yes;2003;leisure;suite;5524;2;4;2;4;5;2;5;5;3;2;1;4;2;5
13062;churn;Ms. Debbie Grant MD;no;2000;business;double;5428;1;3;0;4;5;0;5;5;3;2;4;1;3;5
13063;nochurn;Ms. Sarah Tucker;yes;2010;leisure;suite;4639;3;3;3;3;4;4;5;4;4;4;4;4;4;4
13064;nochurn;Ms. Sabrina Kelly;yes;1961;business;suite;6329;4;5;5;5;4;5;5;4;4;4;4;1;4;5
13065;nochurn;Mr. Tyler Duran II;yes;1969;business;single;4366;2;5;2;2;5;5;5;4;4;4;4;3;4;5
13066;nochurn;Mr. Christopher Snyder DDS;no;1999;business;double;5243;4;1;3;5;2;3;3;2;2;4;3;5;5;2
13067;churn;Mr. Francisco Cowan;yes;2002;leisure;suite;5286;3;5;3;2;4;3;5;4;3;3;5;5;4;4
13068;nochurn;Mr. Andre Moreno;yes;1960;business;single;6939;3;3;3;3;2;4;5;5;5;5;4;3;5;5
13069;nochurn;Mr. Dylan Grant;yes;1981;business;single;3992;4;4;2;4;1;3;5;5;5;5;5;2;5;5
13070;nochurn;Ms. Morgan Hall;yes;1989;business;single;5136;1;1;1;1;4;4;4;4;5;4;4;4;5;4
13071;churn;Mr. Bradley Conner;yes;1967;business;single;5114;3;5;5;5;5;2;2;3;3;3;3;2;3;1
13072;nochurn;Ms. Diana Villarreal;no;2000;business;single;4825;4;0;4;1;1;4;1;1;5;4;4;5;5;1
13073;nochurn;Mr. Ronald Velazquez;yes;1966;business;single;5160;1;1;1;1;4;5;4;3;3;4;3;4;3;5
13074;churn;Mr. Bryan Jones;no;1985;business;double;5054;3;0;3;4;5;3;5;5;3;5;4;5;4;5
13075;churn;Ms. Alice Simpson;yes;1999;leisure;double;4454;4;5;4;3;2;4;3;2;5;4;5;3;5;2
13076;nochurn;Ms. Christina Wilson;yes;1991;business;single;3695;1;1;1;1;3;4;3;3;5;4;4;4;4;3
13077;nochurn;Mr. Mark Crawford;yes;1997;business;double;4619;0;5;0;4;5;0;5;5;4;2;2;4;4;5
13078;nochurn;Ms. Amber Bryant;yes;1977;business;double;6404;5;4;4;4;3;1;1;5;5;5;5;2;5;4
13079;nochurn;Mr. Lucas Schneider;yes;1970;business;single;5079;2;2;2;2;5;3;5;3;3;3;3;3;3;4
13080;nochurn;Ms. Morgan Thompson DVM;yes;2008;leisure;suite;3619;5;5;2;5;4;5;4;5;5;5;5;4;5;3
13081;nochurn;Mr. Tyler Richardson;yes;1993;business;double;5298;4;5;1;5;4;4;4;4;2;3;3;4;1;4
13082;churn;Mr. James Wallace;yes;1989;business;single;1544;3;2;2;2;3;2;3;3;1;5;2;4;2;3
13083;churn;Mr. Adam Kent;yes;1960;leisure;double;5075;1;5;1;1;4;1;4;4;5;3;4;5;5;4
13084;churn;Mr. James Montgomery;no;1997;business;double;5211;1;5;1;2;4;1;4;4;5;5;4;5;4;4
13085;churn;Ms. Crystal Carlson;yes;1996;business;single;2937;3;2;2;2;3;3;3;1;3;4;3;3;4;3
13086;churn;Mr. Carlos Kelly;yes;1990;leisure;double;4613;3;2;3;3;4;3;4;4;4;1;3;1;3;4
13087;churn;Mr. Jeffrey Stephens;yes;1988;leisure;double;4422;3;5;3;2;1;3;1;1;3;4;5;5;5;1
13088;churn;Mr. Adam Snyder;no;1995;business;double;5516;3;1;3;2;3;3;3;3;3;4;2;4;2;3
13089;nochurn;Mr. Seth Myers;yes;2013;leisure;double;4543;0;1;0;4;3;0;3;3;3;5;2;4;4;3
13090;churn;Mr. Zachary Manning;yes;1974;leisure;double;4643;2;2;2;2;5;2;5;5;1;5;2;1;2;5
13091;churn;Mr. Christopher Fox;no;1985;business;double;5308;2;3;2;2;4;2;4;4;4;4;2;3;2;4
13092;nochurn;Mr. Mr. Charles Fisher;yes;1984;business;double;4950;4;2;2;2;4;4;4;1;1;3;5;4;5;4
13093;nochurn;Mr. Joshua Johnson;yes;1968;business;single;3872;3;3;3;3;4;5;5;3;3;3;3;3;3;5
13094;churn;Mr. Christopher Rodriguez;yes;1968;leisure;double;4200;1;1;2;2;4;2;4;4;1;5;1;2;1;4
13095;nochurn;Ms. Rebecca Roberts;yes;1996;business;single;4900;3;3;3;3;5;5;5;5;3;5;1;2;2;5
13096;nochurn;Mr. Timothy Glenn;yes;1971;business;single;6059;4;4;4;4;5;5;5;4;4;4;4;4;4;4
13097;nochurn;Ms. Danielle Stevenson;yes;1984;business;single;6613;5;5;5;5;3;4;5;3;3;4;3;5;3;3
13098;churn;Mr. David Baker;no;2000;business;double;4996;1;1;1;4;4;1;4;4;4;1;3;2;3;4
13099;nochurn;Mr. James Wright;yes;1969;business;single;5184;4;4;4;4;2;5;4;3;3;3;3;5;3;5
13100;churn;Mr. Edward Hill;y;;business;single;5319;2;3;3;3;5;4;3;2;2;2;2;3;2;3
13101;nochurn;Ms. Christine Smith;yes;1990;business;single;3182;1;1;1;1;5;5;5;5;3;3;2;3;3;5
13102;nochurn;Ms. Amanda Kennedy;yes;1974;business;single;4074;4;4;4;4;4;4;5;5;5;5;5;4;5;4
13103;churn;Ms. Amber Thomas;no;1996;business;single;3911;1;4;1;3;4;1;4;4;3;5;5;3;4;4
13104;churn;Ms. Darlene Brown;no;1986;business;double;4805;2;2;2;4;2;2;2;2;2;3;4;1;3;2
13105;nochurn;Ms. Lauren Adams;yes;1969;business;single;5493;2;3;2;2;4;5;5;4;4;4;4;4;4;4
13106;churn;Mr. Angel Briggs;yes;1974;leisure;double;5174;2;1;2;2;3;2;3;3;2;3;3;3;2;3
13107;nochurn;Mr. Bryan Olsen;yes;1979;business;single;6491;4;4;4;4;5;5;4;5;5;5;5;5;5;4
13108;churn;Mr. Chris Brennan;no;1997;business;double;4974;3;3;3;3;4;3;4;4;4;2;4;5;4;4
13109;nochurn;Ms. Beverly Garcia;no;1984;business;single;5227;5;5;5;2;4;5;4;4;3;5;4;5;5;4
13110;nochurn;Mr. Curtis Alexander;yes;1982;business;single;4827;5;5;5;5;4;4;5;4;4;4;4;4;4;3
13111;churn;Mr. Dustin Silva;no;1983;business;suite;5364;3;3;3;4;2;3;2;2;3;5;2;4;1;2
13112;churn;Mr. Adam Gray;yes;1995;leisure;double;4951;2;5;2;4;5;2;2;5;4;4;4;4;4;5
13113;churn;Mr. Brian Goodwin;no;1985;business;single;5820;4;4;4;1;5;4;5;5;4;3;4;3;5;5
13114;nochurn;Mr. Joseph Rivas;yes;1974;business;double;5136;4;3;3;3;4;4;4;4;3;3;5;5;2;4
13115;churn;Mr. Barry Daniels;no;2010;business;double;4928;1;1;1;4;5;1;5;5;3;3;3;1;3;5
13116;nochurn;Mr. Robert Paul;no;2000;business;single;4699;4;0;4;1;1;4;1;1;3;3;4;3;5;1
13117;nochurn;Mr. Jonathan Barber;yes;1991;business;single;3171;2;2;3;2;4;4;4;4;1;1;1;4;3;4
13118;churn;Mr. Neil Brooks;yes;1969;business;single;4328;1;5;5;5;1;4;4;1;1;1;1;2;1;1
13119;nochurn;Ms. Elizabeth Weaver;yes;;business;single;3007;4;4;4;4;2;4;5;5;5;5;5;4;5;3
13120;nochurn;Ms. Angela Knight;yes;2002;leisure;double;4966;4;4;4;3;4;4;4;4;3;2;5;4;4;4
13121;nochurn;Mr. Christopher Jacobs;yes;1962;business;single;4559;2;2;2;2;3;4;4;4;4;5;4;5;4;5
13122;churn;Mr. Richard Stevenson;yes;1999;leisure;double;4198;4;5;4;1;4;5;5;2;3;4;2;5;5;5
13123;churn;Ms. Charlene Coleman;yes;2009;leisure;double;4183;4;1;4;2;2;4;3;2;3;1;3;1;2;2
13124;churn;Mr. Charles Rivers;yes;1972;leisure;double;4716;1;4;1;4;3;1;3;3;5;3;5;4;4;3
13125;churn;Ms. Diamond Phillips;yes;1982;business;single;3434;2;3;3;3;2;2;2;2;2;2;2;2;2;2
13126;nochurn;Ms. Claudia May;yes;1990;leisure;suite;5535;5;3;3;3;1;4;3;5;5;5;5;4;5;4
13127;nochurn;Ms. Elizabeth Morrison;yes;;business;single;3906;4;4;4;4;5;5;5;5;5;5;5;3;5;4
13128;nochurn;Ms. Tara Long;yes;1980;business;single;3109;5;5;5;5;1;5;2;4;4;4;4;3;4;1
13129;churn;Mr. James Perez;no;1982;business;single;5076;2;2;2;4;5;2;5;5;5;4;4;5;5;5
13130;churn;Ms. Linda Koch;yes;1963;leisure;double;5352;3;5;3;4;4;3;5;3;3;3;4;3;3;3
13131;nochurn;Mr. Kurt Bennett;yes;1993;business;single;4664;1;5;1;1;4;4;4;4;2;2;3;4;2;4
13132;churn;Ms. Hannah Reeves;no;1994;business;double;3685;1;1;1;3;2;1;2;2;4;3;2;4;3;2
